id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
559714,Blue Suites by V Sultanahmet Deluxe,2751565,Volkan,,Fatih,41.00507,28.98081,Entire home/apt,894,2,9,2019-10-31,0.11,3,360
565598,"Fully furnished penthouse, Beyoglu",2781217,Fatma,,Beyoglu,41.036,28.97583,Entire home/apt,164,3,85,2020-03-10,1.09,6,360
568306,"Economic Apt @ Taksim SQ, Beyoglu",225378,Goksel,,Beyoglu,41.0343,28.97999,Private room,334,3,0,,,2,365
569323,"cosy & comfy room, very central",2802812,Rey,,Beyoglu,41.03533,28.98769,Private room,239,2,0,,,1,365
570021,Designer Penthouse in Trendy Bebek,2779211,Bora,,Besiktas,41.08333,29.04047,Entire home/apt,1697,3,16,2020-01-04,0.17,1,364
571088,simple&clean room with amazin view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,184,7,16,2015-09-16,0.17,3,90
572504,Bright room with balcony in 2b flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,136,3,25,2020-03-17,0.29,6,364
572569,Lively room in 2b renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,136,3,5,2015-10-08,0.05,6,293
575482,"LARGE, SAFE & COMFORTABLE FLAT",2266179,Seyda Mari,,Sisli,41.05606,28.9832,Entire home/apt,401,2,150,2020-03-10,1.59,2,340
576358,comfortable and  central location,2464199,Fahrettin,,Beyoglu,41.03162,28.9715,Entire home/apt,744,30,23,2018-08-02,0.25,5,364
576710,"CENTRAL PART OF ISTANBUL,TAXIM ",2836764,Cerith,,Sisli,41.04295,28.98281,Entire home/apt,204,2,56,2020-02-15,0.60,3,0
581815, STUDiO FLAT /ERASMUS STUDENT (İST,2951165,Şermin,,Sisli,41.05019,28.98696,Entire home/apt,375,3,0,,,2,179
583129,double BR @ the heart of Cihangir,2872780,Galata,,Beyoglu,41.02567,28.9751,Private room,450,1,0,,,1,365
583846,"spacious & cozy flat @ city center, flat No.3",820117,Mustafa,,Beyoglu,41.03951,28.98167,Entire home/apt,334,1,1,2012-09-17,0.01,5,323
585043,amazing room with bosphorus view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,184,7,11,2015-04-12,0.12,3,90
588204,"room, quarto, camera in a nice town",2901249,Koray,,Uskudar,41.0097,29.04734,Private room,258,1,0,,,1,365
591954,Cosy Double Room with Huge Terrace!,2541656,Başak,,Besiktas,41.05193,29.00551,Private room,95,4,45,2019-09-08,0.47,11,324
592063,Modern Parisian Apartment in Galata,512727,Fabrice,,Fatih,41.01989,28.95847,Private room,951,1,0,,,1,365
592336,Room in Kadikoy/Istanbul,2924046,Ezgi,,Kadikoy,40.98628,29.03288,Private room,300,1,0,,,2,365
593890,Cihangir Centre - Large Room ,799900,Jordan,,Beyoglu,41.03112,28.98395,Private room,184,1,0,,,1,365
597148,Flat and roomIN OLDCITY SULTANAHMET,2952503,Adem,,Fatih,41.00419,28.97035,Private room,450,1,0,,,1,365
598415,Double room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97637,29.06653,Private room,258,7,7,2019-04-08,0.07,3,365
599183,"Bosphorus View, Room in Pera Taksim",2963973,Nuri Harun,,Beyoglu,41.0305,28.97325,Private room,48,3,5,2017-05-17,0.05,1,0
602565,Student Flats Student Discounts,635236,Thyme,,Kadikoy,40.99429,29.02797,Private room,68,30,4,2019-01-13,0.04,8,364
607323,Blue Suites by V 1 Sultanahmet,2751565,Volkan,,Fatih,41.00685,28.98025,Hotel room,525,1,83,2020-02-10,0.96,3,365
607344,Blue Suites by V 2 Sultanahmet,2751565,Volkan,,Fatih,41.00512,28.97901,Hotel room,525,1,37,2020-01-03,0.43,3,361
608765,Spatious room in Rumeli Hisari,1519682,Asli,,Sariyer,41.08665,29.04613,Private room,509,1,0,,,1,365
610111,Enjoy the sea view rooms & terrace,3025239,Yasemin,,Fatih,40.99825,28.92964,Private room,387,1,0,,,1,365
610308,TAKSİM FLAT  FOR SHORT OR LONG TERM RENTİNG,163554,Enil Faruk,,Beyoglu,41.03626,28.97344,Entire home/apt,212,1,202,2020-03-14,2.35,2,358
610875,Full furnished flat in Beyoglu/IST,2963950,Bilal,,Beyoglu,41.03837,28.98309,Entire home/apt,676,1,0,,,1,365
612327,Designer-renovated Galata Tower Appartment,2911496,Nadira,,Beyoglu,41.02699,28.97475,Entire home/apt,525,2,201,2020-03-13,2.12,1,350
612448,Pretty Room at Kadıköy Very Central,3037112,Çağdaş Ozan,,Kadikoy,40.99408,29.02736,Private room,96,1,16,2014-12-31,0.17,1,362
614112,small house in outside of istanbul,3046062,Ali,,Silivri,41.14007,28.31601,Private room,1052,1,0,,,1,365
617961,Historical Flat in Galata,3061457,Faik,,Beyoglu,41.02574,28.97505,Private room,218,360,0,,,1,365
618156,"Sultanahmet-Istanbul, Adalar Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,259,1,56,2020-03-04,0.61,25,365
620129,Unique Concept in the Old City,3072862,Levent,,Fatih,41.00311,28.9807,Private room,1610,1,15,2015-07-29,0.17,3,365
625555,BestLocation Private Studio @Taksim,279673,Engin,,Beyoglu,41.03757,28.98204,Entire home/apt,225,5,28,2017-01-11,0.32,4,179
629373,*** Spacious FLAT with Sea View ***,635236,Thyme,,Kadikoy,40.99607,29.02497,Entire home/apt,560,2,40,2020-02-24,0.42,8,143
630494,Rooms with a Mystical Garden,3134482,Alper,,Beyoglu,41.03196,28.9879,Shared room,375,1,0,,,1,365
630800,Cozy Flat in Cihangir - Prime Location !,485384,Alev,,Beyoglu,41.03161,28.98341,Entire home/apt,238,1,38,2020-03-13,0.41,2,180
631211,a nice place close to city center,3137639,Mustafa,,Fatih,41.00349,28.93031,Private room,204,1,0,,,1,365
632120,COSY PLACE AT ISTANBUL NISANTASI,3144818,Semih,,Sisli,41.05324,28.99166,Entire home/apt,580,3,12,2019-08-10,0.13,5,365
638542,Urban Bridge Loft - 3BR - 2BA - Galata,2618254,Dodo,,Beyoglu,41.02763,28.97595,Entire home/apt,826,4,187,2020-04-17,2.00,5,97
644669,Apartment with nice bosphorus view,3153138,Erman,,Beyoglu,41.0244,28.97595,Private room,375,2,0,,,1,365
645976,Beautiful Room in the City Centre!,3100059,Jan,,Beyoglu,41.03291,28.97112,Private room,1119,3,7,2012-11-30,0.08,1,0
646784,"Rooftop terrace, tower& water views",3242426,Kadir,,Beyoglu,41.02565,28.97398,Entire home/apt,1269,1,66,2020-01-27,0.79,9,357
647043,Comfortable full furnished and amazing view,3059200,Hakan,,Beylikduzu,40.98095,28.6788,Entire home/apt,300,1,0,,,1,0
649095,simple&clean apt w/ amazing view,2678583,Umut,,Beyoglu,41.0257,28.97649,Entire home/apt,368,3,88,2020-03-01,0.93,3,180
651039,"Quiet, spacious, with patio garden",3242426,Kadir,,Beyoglu,41.0304,28.98238,Entire home/apt,707,2,27,2020-01-01,0.40,9,2
651276,"Cozy, high ceilings & marble floors",3242426,Kadir,,Beyoglu,41.03171,28.97994,Entire home/apt,450,2,9,2020-01-02,0.11,9,365
652469,Cosy apartment in Istanbul,1876554,Ece & Ali,,Kadikoy,40.9756,29.05965,Entire home/apt,441,4,8,2018-08-08,0.09,1,364
652580,"Light, peaceful & high ceilings",3242426,Kadir,,Beyoglu,41.03116,28.98094,Entire home/apt,450,2,13,2020-01-03,0.23,9,365
652610,"White, bright and airy!",3242426,Kadir,,Beyoglu,41.03207,28.98067,Entire home/apt,450,2,4,2019-10-16,0.07,9,351
652635,Penthouse with panoramic views,3242426,Kadir,,Beyoglu,41.03234,28.98048,Entire home/apt,1044,2,12,2016-01-05,0.13,9,262
659314,Historic Old City Studio Apt Balat1,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,299,2,176,2020-03-06,1.96,6,360
659354,Historic Old City Duplex Apt Balat3,2361238,Carolina,,Fatih,41.02952,28.94716,Entire home/apt,299,2,167,2020-03-17,2.05,6,349
660813,YOUR HOME IN ISTANBUL,1350725,Zeynel,,Umraniye,41.02731,29.08375,Private room,373,1,0,,,1,365
661206,In the center with a good price,3338221,Bahar,,Fatih,41.01966,28.92449,Private room,136,1,33,2016-04-29,0.35,2,365
663291,Historic Old City Studio Apt Balat2,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,299,2,175,2020-01-03,2.01,6,365
663327,Historic Old City MiniDuplex Balat4,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,224,2,202,2020-03-17,2.17,6,363
668803,Chic Quatier Botanical Heaven ,3385653,Berna,,Sisli,41.05093,29.00181,Entire home/apt,822,3,0,,,1,365
670454,"Cozy Room with Terrace, City View!",2541656,Başak,,Besiktas,41.05167,29.00572,Private room,88,7,23,2020-02-11,0.25,11,77
670658,Centrally Located Elegant Apartment,2133928,Vesile,,Beyoglu,41.03249,28.98687,Entire home/apt,635,4,19,2016-01-30,0.22,1,0
674909,A Nice Flat with Bosphorus view,3427685,A. Faruk,,Uskudar,41.0243,29.01251,Private room,164,2,3,2018-01-03,0.04,1,337
680374,FANCY 2 BDRM MACKA APT NEAR TAKSIM,2086289,Banu,,Besiktas,41.04298,28.99915,Entire home/apt,475,2,74,2020-02-19,0.80,1,359
683068,Weekly Monthly suits 5min. Taksim,3476819,Tan,,Sisli,41.04995,28.98736,Private room,744,1,0,,,1,365
683885,Ender Guzey Museum ARThill Bodrum,3486968,Ender,,Sariyer,41.22204,29.02467,Private room,394,180,0,,,1,365
684354,Modern and Clean Residence in Perfect Location,3489405,Omer Faruk,,Bahcelievler,41.00468,28.81231,Entire home/apt,285,5,45,2020-01-24,1.24,2,179
688345,Cozy apt in the heart of Cihangir,3514111,Emre,,Beyoglu,41.03211,28.98401,Private room,375,5,1,2013-05-09,0.01,1,365
691434,1 bedroom apartment in the center of Old Istanbul,2552453,Ozkan,,Fatih,41.02981,28.94857,Entire home/apt,292,75,28,2020-04-04,0.48,4,364
691572,Studio flat in Istanbul very good price,2552453,Ozkan,,Fatih,41.02875,28.9481,Entire home/apt,190,29,32,2020-01-31,0.56,4,364
691637,Luxury in space & full privacy,3072862,Levent,,Fatih,41.00394,28.97978,Entire home/apt,1344,1,3,2016-05-28,0.06,3,365
694026,Comfy Central Room in A Safe Area,3550985,Ahmet,,Sisli,41.05356,28.97864,Private room,75,3,36,2017-04-21,0.45,1,365
694664,EDEN | 1Bed with Garden in CIHANGIR,852380,Ilker,,Beyoglu,41.03045,28.98389,Entire home/apt,375,3,25,2019-09-23,0.27,3,253
695089,Great Value&Close to Metro Station!,3476127,Ozan,,Besiktas,41.07231,29.0241,Private room,373,1,10,2014-10-31,0.11,3,365
699013,Villa Prinkipo mit Pool,1657211,Aysel,,Adalar,40.87039,29.12358,Entire home/apt,2383,6,0,,,1,135
700777,❦ Great location･Economic ･Clean ❦,3594937,Eser,,Sisli,41.05462,28.99195,Entire home/apt,184,180,6,2015-03-14,0.07,2,353
701899,"Artist's Studio, Central & Near Taksim",3195183,Efe & Memet,,Sisli,41.0497,28.98836,Entire home/apt,334,2,176,2020-03-27,1.90,3,362
703593,Perfect Located HOUSE Cihangir BEYOGLU,2769925,Pelin,,Beyoglu,41.03099,28.98272,Entire home/apt,314,2,324,2020-03-12,3.52,5,90
708485,Beach sea sunbath in the black sea1,3640313,Şile,,Sile,41.17059,29.63018,Private room,170,1,19,2018-07-12,0.27,8,365
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,3646896,Şafak,,Sisli,41.07533,28.99873,Entire home/apt,815,1,0,,,1,365
709065,dubleks evimin üst katı sizin ,3648023,Ahmet,,Maltepe,40.94378,29.13958,Private room,375,1,0,,,1,0
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",3649401,Fikret,,Besiktas,41.04236,29.00527,Private room,258,1,0,,,1,362
710715,CHOOSE THE NATURE TO REST,3657952,Cengiz,,Sile,41.16284,29.58172,Private room,2716,1,0,,,1,365
710749,Tabiatla iç içe! Ulaşım çok kolay!,3658014,Necdet,,Cekmekoy,41.03261,29.17809,Private room,448,1,0,,,1,364
710984,FUAREV FLAT 84M2 CLOSED TO AIRPORT,3640298,Fuarev,,Kucukcekmece,41.03494,28.77126,Entire home/apt,496,7,2,2014-04-14,0.03,6,365
711143,FUAREV FLAT 84M2 in a LUX COMPLEX,3640298,Fuarev,,Kucukcekmece,41.05591,28.78515,Entire home/apt,516,7,2,2015-03-27,0.03,6,365
712110,get a roommate,3665501,Ali,,Bagcilar,41.03003,28.84413,Shared room,523,1,0,,,1,365
713217,The Jewel of the Bosphorus,3670838,Cedric,,Uskudar,41.0428,29.04829,Private room,951,1,1,2013-04-11,0.01,1,365
714419,Attic for 2adults+2kids in villa ,3679414,Bilge Han,,Sariyer,41.23412,29.00687,Private room,2037,6,0,,,1,365
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",1411951,Nedret,,Sisli,41.07186,29.00072,Entire home/apt,597,6,0,,,1,365
718628,Şık aydınlık site içinde daire,3706697,Suna,,Sancaktepe,41.00618,29.20436,Entire home/apt,373,1,0,,,1,365
718917,Fancy Flat near Taksim Square (7),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,232,1,304,2020-02-18,4.18,13,365
719575,The room with Golden Horn view ,3713291,Sibel,,Fatih,41.03027,28.94943,Private room,149,1,0,,,1,2
720970,room at the center of istanbul,3722275,Banu,,Besiktas,41.0475,29.00271,Private room,259,1,0,,,1,365
722615,BAKIRKÖY SAHİL SUİTES GÜVENCESİYLE,3732089,Recai,,Bakirkoy,40.97522,28.87263,Entire home/apt,597,2,0,,,2,365
723680,1001 nights in Istanbul,3739117,Nora,,Beyoglu,41.02951,28.98356,Entire home/apt,1119,3,4,2018-10-07,0.05,1,365
724183,"Cosy Apartment, full Bosphorus view",3742692,Elif,,Beyoglu,41.02998,28.98726,Entire home/apt,403,5,15,2015-09-06,0.17,1,261
724307,Private Room in Safest Area,3744228,Seckin,,Besiktas,41.07444,29.02441,Private room,224,1,30,2020-03-08,3.59,1,0
724513,Villa Bosphorus Konak,1542021,İlhan,,Beykoz,41.17503,29.08932,Entire home/apt,2139,2,3,2019-03-31,0.04,9,126
728570,Nice pvt room near Sabiha airport ,3780095,Fi̇li̇z,,Tuzla,40.81867,29.30315,Private room,258,1,0,,,1,365
728601,Adorable private bedroom & bathroom,350982,Sibel,,Besiktas,41.06002,29.0191,Private room,482,3,1,2015-08-31,0.02,1,365
729233,Elegant Flat in Istanbul's Heart,3785798,Miko & Roza,,Beyoglu,41.03164,28.96941,Entire home/apt,259,5,16,2019-11-02,0.18,8,364
729616,Small room in the city center,3338221,Bahar,,Fatih,41.01719,28.93065,Private room,102,2,13,2014-05-13,0.14,2,365
730613,Single room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97589,29.0671,Private room,183,7,11,2016-10-20,0.14,3,363
731045,Big & old apartment close to Nişantaşı and Taksim,3803282,Pinar,,Sisli,41.05378,28.98742,Private room,258,1,0,,,4,362
731518,tree and the balcony,3807364,Atanur,,Kadikoy,40.9959,29.03336,Private room,109,1,0,,,1,365
733326,Bakırköy Sahil Suites Near Airport*,3732089,Recai,,Bakirkoy,40.97531,28.87351,Shared room,597,1,0,,,2,365
734761,nıcest place,3831926,Fırat,,Pendik,40.86749,29.30739,Private room,509,1,0,,,1,364
736719,Do You Want Comfort and Convenience,3845585,B&B,,Kadikoy,40.97353,29.07474,Entire home/apt,747,2,4,2015-09-01,0.06,3,357
737917,Sunny&cosy vintage apt @Beyoglu,3855318,Fulya,,Beyoglu,41.03597,28.97643,Entire home/apt,368,5,9,2013-09-25,0.11,1,364
739517,Historical Spacious Room in Taksim!,3733806,Süreyya,,Beyoglu,41.03219,28.98017,Private room,150,2,63,2019-04-29,0.81,1,363
740158,"Marvelous sea view, 80m2 penthouse",3815061,Bahri&Nihal,,Uskudar,41.013,29.01541,Entire home/apt,334,3,65,2019-11-18,0.75,2,365
740949,Marvelous Penthouse Studio Flat,3876588,Ali,,Uskudar,41.01306,29.0125,Entire home/apt,232,3,206,2020-03-25,2.29,3,129
741440,Orange Studio Private&Great Terrace,466302,Demir,,Sisli,41.04929,28.98635,Entire home/apt,177,2,36,2019-08-04,0.43,15,342
741489,Taksimde eğlence ve tarihin içinde,3851071,Ali,,Beyoglu,41.03065,28.98385,Entire home/apt,744,3,0,,,1,365
742074,Taksim Wooden Mansion (economic),3785798,Miko & Roza,,Beyoglu,41.03187,28.97283,Entire home/apt,171,2,44,2020-02-13,0.50,8,328
742078,TAKSIM Charming Wooden Flat,3785798,Miko & Roza,,Beyoglu,41.03178,28.97245,Entire home/apt,143,2,43,2020-02-09,0.48,8,321
742088,Authentic Ottoman Mansion Taksim,3785798,Miko & Roza,,Beyoglu,41.03188,28.97267,Entire home/apt,334,2,87,2020-01-06,0.98,8,354
743975,Magnificent Rooms For Your Comfort,3898634,Bilal,,Uskudar,41.02003,29.01355,Private room,450,1,1,2015-03-05,0.02,1,365
744102,Furnished 3BR Apt near Taksim SQ,3899554,Demet,,Sisli,41.0465,28.99457,Entire home/apt,197,180,0,,,1,270
744242,#Old City#Authentic Duplex #Terrace,4334558,Ibrahim,,Fatih,41.01094,28.95067,Entire home/apt,407,2,128,2020-03-20,1.48,1,345
745344,Nice flat Central residential area,3891320,Hikmet,,Besiktas,41.05886,29.00334,Private room,896,1,0,,,1,365
745575,golden horn,3909876,Erkan,,Beyoglu,41.05945,28.95132,Private room,306,1,0,,,1,365
745923,Cool apartment in İstanbul,3911985,Zekiye,,Sisli,41.0604,28.98673,Entire home/apt,744,1,1,2015-01-02,0.02,1,89
746868,Renewed basement studio with garden,2248444,Pinar,,Beyoglu,41.03806,28.97581,Entire home/apt,136,2,31,2020-04-09,0.37,6,247
746925,TAKSIM CENTER - Comfy Room / House,3000696,Onur,,Beyoglu,41.04006,28.9833,Private room,109,2,1,2013-06-20,0.01,1,365
750291,Cozy Room OLIVE   @Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03488,28.97242,Private room,177,2,9,2020-01-02,0.10,6,364
750300,Cosy flat at the heart of İstanbul,3944343,Ayla,,Beyoglu,41.03514,28.97667,Entire home/apt,293,4,108,2020-01-05,1.21,16,364
751278,"Central Istanbul, Easy Transport",3872410,Furkan,,Uskudar,41.02672,29.03997,Private room,272,1,0,,,1,365
751544,A gem in the Hippest Neighborhood,2449141,Nazli,,Beyoglu,41.03063,28.9854,Entire home/apt,341,2,7,2019-06-20,0.08,1,35
756229,Fully furnished cosy flat in Galata,3980916,Omer,,Beyoglu,41.02424,28.97363,Entire home/apt,751,2,0,,,1,0
757385,One bedroom apartment in Istanbul,3988379,Omer,,Kagithane,41.07329,28.97601,Entire home/apt,625,1,0,,,1,365
757694,Room for Rent in Istanbul Airport,3845067,Ömür,,Bahcelievler,41.00406,28.82735,Private room,299,1,0,,,1,365
757758,"room,close to saw airport best spot",3991481,Emrah,,Pendik,40.92538,29.29089,Private room,75,1,33,2019-06-17,0.40,3,356
757779,room close to sabiha gokcen airport,3991481,Emrah,,Pendik,40.92544,29.29017,Private room,75,1,51,2019-08-27,0.57,3,363
761229,CENTRAL FLAT IN BEYOGLU,825635,Merve,,Beyoglu,41.0368,28.97366,Entire home/apt,307,3,15,2020-03-08,0.26,2,360
764673,1+1 Modern House at the Bosphorus!!,3878300,Gonca,,Besiktas,41.04676,29.01426,Entire home/apt,238,3,8,2017-09-16,0.09,1,362
767323,Comfortable rooms in Beylikdüzü,3043974,Hakan,,Beylikduzu,41.00387,28.6499,Private room,373,1,3,2013-03-09,0.03,1,365
767463,Central Cihangir flat in Beyoglu,534856,Sinan,,Beyoglu,41.03404,28.98312,Entire home/apt,450,3,109,2020-04-02,1.19,1,364
768439,In the heart of Cihangir!,2017892,Dogan,,Beyoglu,41.03016,28.98247,Entire home/apt,375,365,6,2014-01-02,0.07,1,365
768724,Room in Touristic Spot of Istanbul,4055099,Hediye,,Beyoglu,41.03388,28.98859,Private room,150,5,12,2019-08-25,0.46,2,365
768999,ADAHAN,4056543,Lale,,Beyoglu,41.02958,28.97377,Entire home/apt,1044,1,0,,,1,365
769270,Rental Room in Istanbul Good Choice,4057328,Fırat,,Basaksehir,41.08559,28.66085,Private room,272,1,0,,,2,364
770027,Great location - w/ all connections,4056757,M.Hakan,,Fatih,41.01971,28.94369,Entire home/apt,339,3,16,2020-01-04,0.18,7,206
770225,2 min Accross Metro 20min to Taksim,4063457,Erhan,,Sisli,41.10163,29.00043,Private room,163,1,3,2013-05-09,0.03,1,365
773494,Galata and Istiklal 3 min,4081662,Tolga,,Beyoglu,41.03015,28.97136,Shared room,341,1,0,,,1,365
773555,Great central apt near Bosphorous,4076741,Lutfi,,Besiktas,41.04657,29.00396,Entire home/apt,662,1,0,,,1,365
778627,Central @ ISTANBUL close to History,4057328,Fırat,,Fatih,41.0135,28.94751,Entire home/apt,611,1,0,,,2,365
779790,İstanbul/Taksim,4111695,Onur,,Beyoglu,41.03209,28.98303,Private room,334,1,0,,,1,365
781959,SPACE IN HISTORICAL BOSPHORUS HOUSE,3304529,Erkmen,,Besiktas,41.07012,29.04122,Private room,557,7,0,,,1,365
782389,Studio fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05158,28.99034,Hotel room,525,3,3,2019-09-24,0.17,4,365
783488,Fancy Studio in Perfect location,4131290,Ayşe Zeynep,,Beyoglu,41.03161,28.97469,Hotel room,259,1,54,2019-05-16,0.62,7,365
784620,Studio in Galata area near Tram St.,4137180,Ahmet,,Beyoglu,41.02873,28.97717,Entire home/apt,136,4,133,2020-03-06,1.72,2,89
784758,Twin Suit fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05183,28.99042,Hotel room,450,3,0,,,4,365
785494,"Urban Blue Residence - 2BR - 1,5 BA - Galata",2618254,Dodo,,Beyoglu,41.02649,28.97439,Entire home/apt,607,4,172,2020-03-04,1.95,5,104
788715,CasaLoBueno#2 Comfort Galata Tower,2054075,Doret & Izel,,Beyoglu,41.02471,28.97444,Entire home/apt,737,4,81,2020-01-03,0.89,4,364
788822,in the heart of Istanbul,1803233,Maria,,Beyoglu,41.03895,28.97693,Entire home/apt,136,60,1,2015-11-25,0.02,1,365
791056,"Orient Pearl, A Select Apartment Central To All",4167573,David,,Beyoglu,41.0327,28.97821,Entire home/apt,673,2,49,2020-01-08,0.57,1,2
791977,Ground Floor 2+1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03913,28.98114,Private room,525,2,0,,,13,365
793132,Quiet But Exciting Neighbourhood,4179088,Taylan Ataol,,Beyoglu,41.02999,28.98078,Shared room,82,1,126,2016-05-08,1.40,1,365
793299,Your home in Central Istanbul ,4179813,Ahmet,,Sisli,41.04472,28.9784,Private room,224,1,0,,,1,365
796583,"Cozy Home & Office, Istanbul",4196378,Kerem,,Besiktas,41.08054,29.04483,Entire home/apt,1304,1,0,,,1,364
800706,"well designed flat, beyoglu",146236,Burcu,,Beyoglu,41.02846,28.97717,Entire home/apt,450,5,56,2020-01-04,0.86,1,358
803139,Comfortable apartment in Taksim,4226994,Marika,,Sisli,41.04387,28.9859,Entire home/apt,682,1,0,,,1,365
803613,Deluxe Suite with Bosphorus View,4229442,Hasan,,Beyoglu,41.03202,28.98465,Entire home/apt,894,1,0,,,3,365
804340,"Apartment w. garden in Macka, Besiktas, Tesvikiye",4220690,Ayse & Ned,,Besiktas,41.04436,28.99841,Entire home/apt,437,2,10,2019-10-09,0.53,1,353
811837,loft/flat 80sqm sea vue teras,679615,Paskal,,Beyoglu,41.02939,28.9756,Entire home/apt,409,4,61,2019-07-21,0.78,2,0
812948,2 kedili daire..  :),1573951,Emre,,Maltepe,40.94984,29.1589,Private room,272,1,0,,,1,364
813948,Stylish & Cozy Apartment,4277163,Jonas,,Beyoglu,41.02842,28.97794,Entire home/apt,710,3,43,2018-07-15,0.48,1,365
