id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29060355,Cosy flat in good location,163598143,Gamze,,Sisli,41.04958,28.98163,Private room,89,5,2,2018-11-12,0.11,1,363
29064521,2+1  Bedroom luxury apartment. (90m2),36907617,Mustafa,,Bagcilar,41.04031,28.83481,Entire home/apt,163,15,0,,,1,365
29067945,Calm neighborhood with an authentic experience,147422762,Isam,,Bahcelievler,41.01232,28.82893,Entire home/apt,156,3,19,2020-03-06,1.00,3,88
29069333,2 Lovely Bedroom with Balcony Apartment At Taksim,209495551,Enes,,Beyoglu,41.03893,28.98237,Entire home/apt,300,2,62,2020-03-02,3.46,2,365
29069812,A FLAT WITH PERFECT VIEWS,94397723,İlyas & Doğuş,,Beyoglu,41.02581,28.97191,Entire home/apt,502,2,110,2020-03-29,5.61,3,351
29069945,2+1 Luxury Residence Apartment,208416112,Armoni,,Besiktas,41.06591,29.00466,Entire home/apt,1019,1,6,2019-12-20,0.34,5,132
29074178,Daisy Flat,70449016,A Burak,,Esenyurt,41.01661,28.64539,Entire home/apt,401,1,0,,,1,364
29074837,DUPLEX IN CENTER OF BESIKTAS WITH BOSPHORUS VIEW,219085747,Fatma Zekiye,,Besiktas,41.04419,29.00807,Entire home/apt,303,130,18,2019-01-31,0.92,1,90
29075726,In the city center but at peaceful street Ortaklar,49430457,Burak-Göknur,,Sisli,41.06206,28.99977,Private room,68,2,3,2020-01-03,0.45,1,88
29077312,Elisyum rezidans ofton2+1 23,23323077,Hakan,,Sisli,41.0429,28.98408,Entire home/apt,682,1,0,,,12,365
29077622,Room in Ortakoy breakfast street!,137180142,Salif,,Besiktas,41.04909,29.02538,Private room,102,30,0,,,1,364
29077999,Ortaköy - Terrace with Bosphorus Bridge View,69169915,Onur,,Besiktas,41.04946,29.02494,Private room,251,1,2,2018-10-28,0.10,1,90
29078967,single room,202245660,Musa,,Beyoglu,41.0331,28.98629,Private room,116,2,21,2019-10-09,1.08,9,90
29088407,Studio flat in the best district,213921066,Galata,,Beyoglu,41.02643,28.97267,Entire home/apt,368,1,29,2020-01-31,1.50,11,364
29089237,A garden apartment with amazing view of Bosphorus,8637368,Cansın,,Sariyer,41.17435,29.06193,Entire home/apt,183,2,43,2020-05-19,2.22,1,179
29089949,Central Flat close to all amenities and transport,102867363,S. Selin,,Besiktas,41.08398,29.02934,Private room,210,2,4,2020-01-05,0.31,1,90
29090185,the best price,219056712,Kemal,,Fatih,41.01876,28.93269,Private room,83,1,2,2018-10-19,0.10,1,0
29090493,Salon,167039762,Hakan,,Uskudar,41.01445,29.07937,Private room,68,1,0,,,1,179
29091416,Fırsat,219232872,Mücahid,,Fatih,41.02043,28.94123,Private room,62,1,0,,,1,0
29092668,A cozy room with sunshine in the city center,219246046,Bengü,,Besiktas,41.0613,29.00334,Private room,102,1,14,2019-10-28,0.73,1,358
29093040,Cosy Flat in Kadıköy,201327799,İlkay,,Kadikoy,40.98563,29.03282,Private room,102,3,0,,,1,109
29094921,Üsküdar Kadıköy Arasında Koşuyolu,219099359,Ayten,,Uskudar,41.01348,29.03397,Private room,102,5,0,,,1,180
29096942,Doğanın kucağında denize yakın huzurlu ve sessiz,219286751,Tina,,Adalar,40.86252,29.11617,Entire home/apt,401,3,0,,,1,91
29097648,DENİZ AVM EĞLENCE OTOBÜS DURAKLARI,25063574,Muammer,,Kadikoy,40.99539,29.02602,Entire home/apt,252,5,0,,,11,87
29099152,CTS (23)Taksim Elysium Residence (2+1),23457821,Cihan,,Sisli,41.04231,28.98154,Entire home/apt,546,2,10,2019-09-01,0.51,10,363
29099789,In the heart of Istanbul(Ortakoy),196883116,Burak,,Besiktas,41.05535,29.02154,Private room,224,1,0,,,1,87
29100177,ONLY 2 BEDROOM 2 BATHROOM,219307842,Mehmet  Baran,,Beyoglu,41.03871,28.98083,Private room,407,1,1,2018-10-31,0.05,4,365
29102088,happy home for cat lovers,219331530,Meltem,,Kagithane,41.0956,28.99929,Private room,102,1,1,2020-01-03,0.21,1,179
29110235,Single Room-Anadolu Hotel,778954,Ismail,,Fatih,41.01003,28.97699,Hotel room,3732,1,1,2019-03-31,0.07,6,364
29110425,Cosy Flat in Camlica historical centre,219385169,Yusuf Gökberk,,Uskudar,41.03102,29.07458,Entire home/apt,278,1,0,,,1,365
29110619,Deluxe Double Suite close Galata Tower,128812993,Enes,,Beyoglu,41.02698,28.97916,Private room,293,1,1,2018-11-02,0.05,18,365
29110842,3Bed 2Bath * Sea Views * Private Terrace!,21636586,Vng Property,,Besiktas,41.08189,29.04351,Entire home/apt,842,9,34,2019-10-16,1.81,28,365
29112756,2+1 Nice Flat on Uskudar,61986920,Emrecan,,Uskudar,41.02757,29.02522,Entire home/apt,62,1,1,2018-10-10,0.05,1,0
29113869,Jakaranda Butique Hotel  Double Room -1-,120436836,Erol & Emre,,Beyoglu,41.03538,28.97885,Private room,205,1,8,2019-07-21,0.59,7,210
29114197,3 Persons Studio Room Taksim & Breakfast,207263625,Hasan,,Beyoglu,41.03999,28.98294,Private room,560,1,4,2019-12-15,0.21,4,365
29114256,Jakaranda Butique Hotel Twin Room -1-,120436836,Erol & Emre,,Beyoglu,41.03538,28.97885,Private room,205,1,0,,,7,90
29115281,1 Person Studio Room Taksim & Breakfast,207263625,Hasan,,Beyoglu,41.04081,28.98235,Private room,334,1,1,2018-10-26,0.05,4,365
29115283,Suite Balcony -  on Famous Istiklal Street- TAKSIM,115272950,Triada,,Beyoglu,41.03693,28.98486,Hotel room,1494,1,0,,,12,365
29115600,DELUXE DOUBLE ROOM - ON FAMOUS ISTIKLAL STREET,115272950,Triada,,Beyoglu,41.03544,28.98222,Hotel room,894,1,0,,,12,365
29115630,Room With Balcony on Famous Istiklal Street TAKSIM,115272950,Triada,,Beyoglu,41.03666,28.98327,Hotel room,744,1,0,,,12,365
29115640,Triada Hotel - Executive Double Room,115272950,Triada,,Beyoglu,41.03536,28.98295,Hotel room,894,1,0,,,12,365
29115657,Triada Hotel - Executive Double Room With Spa Bath,115272950,Triada,,Beyoglu,41.03539,28.98435,Hotel room,894,1,0,,,12,365
29115697,Triada Hotel - Penthouse Suite,115272950,Triada,,Beyoglu,41.03531,28.9841,Hotel room,1194,1,0,,,12,365
29115711,Deluxe Double Room With Spa Bath- TAKSIM,115272950,Triada,,Beyoglu,41.03693,28.98265,Hotel room,1044,1,0,,,12,365
29115745,Family Room 6 Person - TAKSİM - Annex,115272950,Triada,,Beyoglu,41.03699,28.98353,Hotel room,1494,1,0,,,12,365
29119321,Luxury Chalet Bosphorus Penthouse,21636586,Vng Property,,Sariyer,41.10007,29.05339,Entire home/apt,4074,2,0,,,28,364
29120289,Center of  Şişli on street vip stüdyo,219445194,Royal,,Sisli,41.05842,28.98719,Entire home/apt,375,1,1,2019-09-19,0.12,6,365
29120576,Kazak’s home,59798451,Kazak,,Kagithane,41.093,28.99656,Private room,61,1,0,,,1,180
29120840,1+1 daire şişli merkezde,219445194,Royal,,Sisli,41.05842,28.98719,Entire home/apt,525,1,0,,,6,365
29121440,Team Olivia Group,219448904,Jacob,,Sisli,41.04198,28.98568,Entire home/apt,252,30,0,,,1,364
29123418,"1 minutes to Metrobus, parks, sea, cafes, shops ..",219469080,Karrar,,Avcilar,40.97762,28.74549,Entire home/apt,124,2,33,2020-03-22,1.76,1,0
29128020,Kadıköy Yeldeğirmeni,219501741,Birtan,,Kadikoy,40.99806,29.02647,Private room,144,1,0,,,1,0
29129818,v.i.p  1+1  home,219307842,Mehmet  Baran,,Beyoglu,41.03859,28.98159,Private room,321,3,0,,,4,89
29130948,Private Room surrounded with garden,175921738,Ulaş,,Kadikoy,41.00853,29.03893,Private room,197,1,0,,,1,180
29139049,Luxury Neoclassical 2+1 Apartment,189516806,Arzu,,Beyoglu,41.02638,28.97306,Entire home/apt,553,1,3,2019-06-15,0.15,31,323
29140795,Life here is easy.,214976400,Akın,,Maltepe,40.92336,29.17052,Private room,61,5,1,2019-09-16,0.12,3,0
29142401,Kemerburgaz Göktürk City full furnished studioflat,213300544,Sami,,Eyup,41.17641,28.88414,Entire home/apt,373,2,20,2020-04-02,1.04,1,50
29143714,Sweet Home,142095641,Yılmaz Yunus,,Bayrampasa,41.05416,28.89549,Private room,68,2,0,,,1,83
29144005,Sehr zentrale Lage in Nisantasi,113967580,Nazli,,Sisli,41.05435,28.99392,Private room,88,2,1,2018-10-21,0.05,2,364
29144682,Stylish home at the best place of Istanbul,145954209,Mert,,Besiktas,41.04359,28.99965,Private room,303,3,7,2019-04-30,0.36,1,0
29145950,Istanbul nice apartments vb,213157136,Ghassan,,Kagithane,41.08837,28.99522,Entire home/apt,672,2,0,,,66,180
29148169,Experience İstanbul like local!,7180271,Sezin,,Uskudar,41.01163,29.01646,Private room,136,3,1,2018-10-19,0.05,1,324
29148482,"İnnovia 3 sitesinde, 1+1 ev (günlük)",218725667,Gülce,,Esenyurt,41.02319,28.65662,Entire home/apt,103,1,0,,,1,0
29149826,Apartman home,219650069,Ayla,,Beyoglu,41.03492,28.98233,Entire home/apt,102,1,1,2019-04-21,0.08,1,365
29151617,Üskudar’da geniş ve ferah oda,219491744,Mücahid,,Uskudar,41.03908,29.07493,Private room,136,1,0,,,1,90
29154558,Stüdyo room,219689432,Lola,,Fatih,41.00448,28.97696,Private room,373,2,0,,,3,358
29154858,Kemal and Mey’s house,215927761,Kemal,,Kadikoy,40.96018,29.0911,Private room,109,1,0,,,1,0
29157016,Enjoy Bosphorus View from Private  Garden Terrace,197416680,Emir,,Besiktas,41.04604,29.01397,Entire home/apt,631,2,24,2019-12-30,1.25,6,180
29157289,"Central, high ceilinged and cozy double room",140891269,Elif,,Beyoglu,41.02987,28.97927,Private room,252,2,37,2020-03-14,1.89,4,90
29158796,Room/ an apartment 5 min from old Ataturk Airport,24239472,Omar,,Bahcelievler,41.01591,28.81781,Private room,170,1,0,,,1,89
29172490,Cosy & Design Apart with Terrace in Beyoglu,23094554,Bulent,,Beyoglu,41.03171,28.98041,Hotel room,1194,1,0,,,2,321
29172510,House with a Bosphorus view,112652312,Cahit,,Uskudar,41.02333,29.01923,Private room,198,1,0,,,1,90
29173589,Cosy & central flat in Besiktas,71757898,F,,Besiktas,41.0527,29.00201,Private room,83,1,0,,,1,0
29173602,MarmaraKonak Old Cıty,219808961,Soner,,Fatih,41.00372,28.9756,Private room,969,3,0,,,3,365
29173863,Life here is easy..,214976400,Akın,,Maltepe,40.92171,29.17053,Private room,88,5,0,,,3,41
29176833,Flat for rent in the heart of the city,61945228,Talin,,Sisli,41.05618,28.98663,Entire home/apt,375,3,4,2019-10-14,0.28,1,200
29177320,Family Flat in Sultanahmet,219854966,Duygu,,Fatih,41.006,28.96915,Entire home/apt,300,2,29,2020-03-15,1.57,1,179
29177881,Istanbul Sisli apartments near metrostation,213157136,Ghassan,,Sisli,41.0468,28.98652,Entire home/apt,716,2,0,,,66,180
29179183,Nice studios in Taksim,143875760,Pedram,,Beyoglu,41.03668,28.97685,Entire home/apt,150,1,23,2020-03-10,1.23,14,363
29180484,E2,129222003,Güney,,Uskudar,41.02336,29.07713,Entire home/apt,747,1,0,,,1,179
29182342,Lovelyy home,219899268,Duygu,,Sisli,41.0717,29.00086,Private room,149,1,0,,,1,179
29184793,"Avrupa Yakasının merkezi, Taksim’e yürüme mesafesi",219922745,Kemal,,Sisli,41.04535,28.977,Private room,109,1,0,,,1,87
29184904,Hebun Home. İstanbul’daki Eviniz.,219923484,Hebun,,Maltepe,40.94319,29.13544,Private room,75,1,0,,,1,364
29185456,VİLLAFERHAT PANSİYON(müstakil tatil evleri),219927151,Ferhat,,Sile,41.15599,29.752,Entire home/apt,299,1,4,2020-04-17,0.28,2,68
29185534,"Sabiha Gökçene (SAW) 5 minute (5 dk)
Lux Residance",219924732,Yusuf,,Pendik,40.93163,29.31304,Entire home/apt,102,5,0,,,1,364
29185837,Prenses odası,219902843,Reyhan,,Beyoglu,41.03494,28.97387,Private room,123,1,0,,,1,179
29194156,Double Room - Anadolu Hotel,778954,Ismail,,Fatih,41.009,28.97854,Hotel room,3732,1,0,,,6,364
29194248,Twin Room'' 2 single beds'' - Anadolu Hotel,778954,Ismail,,Fatih,41.00942,28.97723,Hotel room,3732,1,3,2019-12-03,0.18,6,364
29194267,Family Room - Anadolu Hotel,778954,Ismail,,Fatih,41.00874,28.97679,Hotel room,3732,1,0,,,6,365
29194308,Triple Room - Anadolu Hotel,778954,Ismail,,Fatih,41.00902,28.97643,Hotel room,375,1,0,,,6,364
29196105,"Heart of Istanbul, Garden Concept, Air-conditioned",173195039,Şahin,,Kadikoy,40.98859,29.03238,Private room,163,1,77,2020-03-16,3.96,3,365
29201728,107 Ulus Merkezde 2+1 Daire,207965755,Erra Yatırım,,Besiktas,41.06384,29.02751,Entire home/apt,220,8,2,2019-04-28,0.11,28,0
29204761,huzurlu ev,218761850,Yusuf,,Gaziosmanpasa,41.07482,28.91235,Private room,88,1,0,,,1,179
29206084,Exceptional Design by Galata Tower w/View Terrace,181849367,Catherine&Ahmet,,Beyoglu,41.02526,28.97392,Entire home/apt,819,2,80,2020-03-10,4.10,15,365
29206498,KENDİNİZİ EVİNİZDE HİSSEDİN,220060762,Fatih,,Kagithane,41.07883,28.99279,Entire home/apt,149,1,20,2020-03-26,1.03,2,365
29206795,Beşiktaş Çarşı'ya 3 dakika mükemmel konum,220057075,Aynur,,Besiktas,41.04665,29.00238,Private room,75,1,0,,,1,179
29207720,2- Minimal Decorated Historical Flat in Moda,40456791,Emrah,,Kadikoy,40.98885,29.02698,Private room,273,1,3,2019-12-28,0.16,3,360
29208713,PRİVATE ROOM WİTH BALCONY İN FENERYOLU KADİKOY,104152320,Öykü,,Kadikoy,40.98081,29.0459,Private room,129,1,14,2020-02-09,0.72,1,89
29210511,Sweet home,220087424,Halil,,Uskudar,41.00969,29.07876,Private room,102,1,1,2018-10-30,0.05,1,363
29213130,5 minutes to Sabiha Gökchen Airport,212050271,Sedat,,Pendik,40.92836,29.30207,Private room,54,1,117,2020-03-04,6.03,1,363
29214158,Tek kişilik oda,220113299,Aleyna,,Eyup,41.086,28.93526,Private room,339,1,0,,,1,363
29215227,Private room in Kadıköy,213796556,Suheda,,Kadikoy,40.98432,29.02595,Private room,95,1,0,,,2,0
29215407,İstanbul Birden fazla bölümden oluşan bina,200096901,Ömer,,Bakirkoy,40.99198,28.87936,Private room,88,1,0,,,1,180
29223112,Guest lover :D,212816899,Iman,,Kadikoy,40.98412,29.04425,Private room,81,1,0,,,1,90
29223234,Standard Room - Golden Rest Hotel,191363866,Raif,,Kadikoy,40.99244,29.02664,Hotel room,409,1,1,2018-12-06,0.06,4,322
29223239,Suit Room - Golden Rest Hotel,191363866,Raif,,Kadikoy,40.99233,29.02621,Hotel room,744,1,0,,,4,328
29223244,Economic Room - Golden Rest Hotel,191363866,Raif,,Kadikoy,40.99375,29.02506,Hotel room,300,1,0,,,4,365
29223250,Executive Room - Golden Rest Hotel,191363866,Raif,,Kadikoy,40.99372,29.02654,Hotel room,484,1,0,,,4,322
29224880,İstanbul Birden fazla bölümden oluşan bina,219854388,Eren,,Besiktas,41.05203,29.0229,Private room,183,1,0,,,1,365
29225001,Deniz Manzarali -  Perili Kosk Concept Hotel,98135964,Nurşen,,Adalar,40.8785,29.0999,Hotel room,923,1,1,2019-06-21,0.09,4,359
29225144,Orman Manzarali - Perili Kosk Concept Hotel,98135964,Nurşen,,Adalar,40.8785,29.0999,Hotel room,720,1,1,2019-01-28,0.06,4,359
29225179,Deniz Perisi -  Perili Kosk Concept Hotel,98135964,Nurşen,,Adalar,40.8785,29.0999,Hotel room,991,1,1,2020-02-16,0.31,4,359
29225214,Deniz Manzarali King Suit,98135964,Nurşen,,Adalar,40.8785,29.0999,Hotel room,3721,1,0,,,4,361
29227292,MARMARA KONAK OLD CITY,219808961,Soner,,Fatih,41.00191,28.9735,Private room,537,2,0,,,3,0
29228204,Historical Istanbul  Downtown for 2.5 families,63322524,Mehmet,,Beyoglu,41.03844,28.96346,Entire home/apt,278,3,5,2019-11-02,0.30,1,363
29229109,Deluxe Studio in Sultanahmet,201297918,Bulent,,Fatih,41.00519,28.974,Entire home/apt,225,1,24,2020-02-22,1.45,5,362
29231538,"Best location. Taksim, İstiklal. 2 Bedroom. #1",79258465,Rutkay,,Beyoglu,41.0337,28.97914,Entire home/apt,362,3,54,2020-03-06,2.80,2,270
29232033,Üsküdar Daire,220213774,Furkan,,Uskudar,41.02509,29.02124,Private room,156,1,0,,,1,365
29232096,Kiralık Oda / Rent A Room,220220384,Ecem,,Pendik,40.87557,29.30613,Private room,62,1,0,,,1,0
29232198,Covid Free Sterilized Residance Cityview No Corona,218541613,Oğuzhan,,Kagithane,41.07803,28.99345,Entire home/apt,109,10,45,2020-04-01,2.33,1,0
29233263,A simple home...,58184666,Mehmet,,Gaziosmanpasa,41.05921,28.91448,Private room,61,1,1,2019-10-03,0.13,1,362
29236110,İstanbul suryapı idilya konutları,220022161,Çağri,,Sultanbeyli,40.9828,29.25628,Private room,251,1,0,,,1,178
29238129,A House at Sisli - At The Very Center of the City,91322757,Attilā,,Sisli,41.04842,28.9824,Private room,186,1,0,,,1,0
29239241,Classy,215076395,Khalid,,Kagithane,41.0841,28.99284,Private room,81,1,1,2018-10-16,0.05,1,364
29245848,Cozy Studio in Yeldegirmeni,220342776,Yeşim,,Kadikoy,40.99677,29.02975,Entire home/apt,198,2,43,2020-02-29,2.28,1,181
29246731,Hotel Sultanahmet Triple room,178178853,Kerem,,Fatih,41.00754,28.9757,Private room,450,1,1,2018-12-08,0.06,2,180
29248898,Double bed in Private room - heart of city center,966136,Mehmet,,Sisli,41.06251,28.98465,Private room,251,1,9,2019-09-21,0.48,2,179
29250041,Balkonlu daire,219689432,Lola,,Fatih,41.00251,28.97691,Private room,373,2,0,,,3,180
29250519,Mengi bahcesi,220371902,Alperen,,Kadikoy,40.98586,29.08741,Shared room,151,1,0,,,1,0
29251533,Deniz manzaralı balkonlu daire,219689432,Lola,,Fatih,41.0035,28.9748,Private room,594,2,0,,,3,181
29254538,4aqaar home,220217690,Moatasem,,Fatih,41.01629,28.94666,Private room,679,3,0,,,3,90
29256359,Yeşilköy Nature Hotel Apartments | Family Room,220416767,İbrahim,,Bakirkoy,40.96178,28.8214,Entire home/apt,367,1,36,2020-04-04,1.88,5,358
29257295,İstanbul town history place,20973637,Ulaş,,Fatih,41.0085,28.96649,Private room,512,2,3,2018-11-03,0.16,1,365
29257522,MECİDİYEKÖY(Şişli) close to Taksim/Beşiktaş,220361433,Okan,,Sisli,41.07082,28.99579,Private room,200,1,0,,,1,0
29257859,Yeşilköy Nature Hotel Apartments | Deluxe Room,220416767,İbrahim,,Bakirkoy,40.96138,28.82138,Entire home/apt,278,1,15,2020-05-13,0.88,5,352
29259064,"Clean, cosy, organized, private room for guests.",141299714,Batuhan,,Kartal,40.89568,29.17941,Private room,68,1,2,2019-05-27,0.14,1,180
29269286,Kadıköy Bahariye,68179990,Beyza,,Kadikoy,40.98972,29.02969,Private room,68,1,0,,,1,363
29269711,İstanbul Birden fazla bölümden oluşan bina,2113814,Ezgi,,Bakirkoy,40.98197,28.8811,Private room,88,1,0,,,1,89
29270463,"Osmanbey, Close Center, Public Transport, Sisli",14041761,Çağlar,,Sisli,41.05597,28.98684,Entire home/apt,299,2,0,,,1,0
29273084,Cosy Room Top Floor with Bosphorus View Apartment,4767986,Zeynep,,Besiktas,41.04676,29.00084,Private room,122,1,3,2019-06-18,0.16,1,73
29273806,BUDE SUİT,51927834,Saadet,,Besiktas,41.05471,29.02546,Private room,373,1,1,2019-07-27,0.10,3,364
29274583,Best Location in Istanbul,196044645,Yiğit,,Besiktas,41.06173,29.00304,Private room,448,1,1,2018-10-29,0.05,1,89
29276039,Kiralık oda,220560965,Bayram,,Eyup,41.08178,28.92828,Private room,197,30,0,,,1,364
29276333,Immeuble avec 5 appartements à Istanbul,155193523,Server,,Beyoglu,41.02907,28.98274,Entire home/apt,399,5,0,,,1,0
29277121,Unlock Creativity in This Contemporary Art-Inspired Loft,55152407,Missy,,Beyoglu,41.02812,28.97622,Entire home/apt,1494,2,22,2020-02-23,1.17,15,365
29277156,High Ceiling Historical Minimal Flat in Cihangir,128314037,Pelin,,Beyoglu,41.03141,28.9818,Entire home/apt,682,4,1,2019-01-07,0.06,1,365
29281994,İSTANBUL BEYLİKDÜZÜ,220609206,Harun,,Beylikduzu,41.00215,28.61649,Entire home/apt,299,1,4,2019-08-22,0.21,5,365
29282844,Alis Cevahir Homes Şişli,178386882,Ali,,Sisli,41.06735,28.99118,Entire home/apt,679,2,2,2018-11-26,0.11,6,365
29296237,Two-Bedroom Apartment with Balcony,1438635,Ali,,Beyoglu,41.02941,28.97321,Entire home/apt,525,3,30,2020-03-16,1.68,8,48
29296969,Istanbul apartments near the shopping centers,213157136,Ghassan,,Kagithane,41.08054,28.99283,Entire home/apt,686,2,0,,,66,365
29297040,Tatil İÇİN siz değerli misafirlerimizi bekliyoruz,220697832,Sezgin,,Kartal,40.88968,29.18266,Entire home/apt,163,2,1,2019-05-27,0.08,1,365
29297300,Beautiful Studio with Terrace,1438635,Ali,,Beyoglu,41.02941,28.97321,Entire home/apt,450,3,3,2020-01-14,0.17,8,48
29299046,FATIH KOCAMUSTAFAPASA,220710104,Aslı,,Fatih,41.00219,28.92576,Entire home/apt,156,3,18,2020-03-08,0.95,1,180
29299460,"5minutes walking to Tram, Subway, Metrobus and bus",88699345,Hasan,,Zeytinburnu,40.99883,28.89348,Entire home/apt,258,3,16,2019-11-04,1.13,1,310
29303442,İstanbul Birden fazla bölümden oluşan bina,220740957,Rıza,,Uskudar,41.01653,29.01866,Shared room,409,1,0,,,1,365
29304801,SultanAhmet Pashas Singel Apartment N0:2,6540040,Barbaros,,Fatih,41.00445,28.96451,Entire home/apt,360,2,17,2020-02-13,0.89,17,365
29305257,SultanAhmet Pashas Singel Apartment N0:1,6540040,Barbaros,,Fatih,41.00546,28.96573,Entire home/apt,368,2,4,2020-03-13,0.60,17,364
29307827,Çok beklentiniz yoksa ideal bir oda sizi bekliyor,220606736,B,,Fatih,41.01362,28.92744,Shared room,69,1,0,,,1,0
29308777,Güzel bir ev samimi ev arkadaşları,213800064,Ozan,,Maltepe,40.97176,29.1349,Private room,69,1,0,,,1,0
29310287,Cozy and Quiet apt. at İSTIKLAL near to GALATA.,176044518,Murat,,Beyoglu,41.02957,28.97925,Entire home/apt,251,3,39,2019-12-31,2.00,5,0
29310428,Private Room in Fatih/istanbul,220804944,Mustafa,,Fatih,41.01916,28.92971,Private room,122,1,0,,,1,365
29318933,"Bright,Comfortable Room,Best Location",12818550,Seda,,Kadikoy,41.00829,29.04122,Private room,122,1,1,2019-01-27,0.06,1,89
29320178,Near seaside Villa in a complex.,216024188,Atilla,,Sile,41.15316,29.76819,Entire home/apt,509,3,0,,,1,354
29321715,Cozy Family Apartment 3 rooms - Close to metro,83336690,Duygu,,Atasehir,40.97389,29.10627,Entire home/apt,224,3,12,2020-02-21,0.63,1,88
29322115,Bhosporus house,216219581,Ezgi,,Uskudar,41.01192,29.01352,Private room,75,1,1,2018-11-10,0.05,1,362
29323863,Apartment close to metro/tramvay,124280838,Asako,,Fatih,41.01369,28.92351,Entire home/apt,69,1,0,,,1,0
29327183,private room with balcony central of beşiktas,206358230,Emrah,,Besiktas,41.04841,28.9988,Private room,149,1,3,2019-09-04,0.31,1,222
29327406,Big Family Apart Sultanahmet,19320158,Okan,,Fatih,41.00681,28.9682,Entire home/apt,594,2,58,2020-03-15,3.09,2,261
29330617,"Kiralık oda.
I am a PhD student and my home 3 + 1.",218383036,Ramazan,,Fatih,41.00728,28.94912,Private room,102,1,0,,,1,268
29333794,ALF HOTELL,215410146,Harun,,Fatih,41.00483,28.96506,Hotel room,177,1,1,2018-11-12,0.05,4,365
29334127,iki kişilik oda,220986426,Erdi,,Bahcelievler,41.01709,28.84116,Private room,333,1,1,2019-02-07,0.06,1,90
29334793,istanbulda yeşillikler içinde sehrin merkezinde ev,220896459,Rana,,Besiktas,41.07508,29.03648,Private room,129,1,0,,,1,178
29336756,Entire Historical Flat with Bosphorus View,219226195,Askin,,Beyoglu,41.02936,28.97739,Entire home/apt,191,1,2,2019-08-22,0.12,3,360
29337293,Nişantaşı-Fulya 1+1 daire,221016656,Barış,,Sisli,41.05588,28.99121,Entire home/apt,341,2,0,,,1,84
29339157,Contemporary 3 Room Apartment in Karakoy,11229126,Zehra,,Beyoglu,41.02259,28.97124,Entire home/apt,516,2,13,2020-02-23,1.39,5,270
29346285,Yali HOME,221089209,Mustafa Yakup,,Esenyurt,41.00396,28.68811,Private room,177,1,0,,,1,364
29348729,"26. Floor city wiew,pool,gym,kid park,car park",220884991,Ahmet,,Eyup,41.0899,28.93832,Entire home/apt,299,1,2,2019-11-27,0.21,1,365
29351533,"Clean,cozy, fully furnished~very central location!",106139895,Gizem Merve,,Uskudar,41.02304,29.02015,Private room,273,2,0,,,1,178
29351732,Lovely Cozy Room In Historical Istanbul Apartment,221122718,Recep Tunahan,,Beyoglu,41.02673,28.97835,Private room,116,2,91,2020-03-13,4.76,2,90
29353064,Deluxe Room - Anemon Hotels Galata,220022321,Kağan,,Beyoglu,41.02626,28.97326,Hotel room,3732,1,0,,,3,332
29353069,Executive Suite - Anemon Hotels Galata,220022321,Kağan,,Beyoglu,41.02532,28.97332,Hotel room,3732,1,0,,,3,332
29353086,Junior Suit - Anemon Hotels Galata,220022321,Kağan,,Beyoglu,41.02525,28.97313,Hotel room,3732,1,0,,,3,328
29353825,Istmarina 1+1 condo full Marmara sea view,31256922,Mete,,Kartal,40.88467,29.20594,Entire home/apt,475,15,3,2019-08-17,0.26,2,357
29354797,New Fres furnished 1+1,64402709,Rıdvan,,Besiktas,41.04607,29.00522,Entire home/apt,177,3,36,2020-03-19,1.90,1,334
29358396,Comfortable home in the center of Kadıköy,221176995,Anıl,,Kadikoy,40.99675,29.03353,Private room,83,1,1,2018-11-05,0.05,1,0
29358459,Nar Palace /3 + 1 Family Apartment,205658610,Selçuk,,Umraniye,40.99669,29.14489,Private room,428,1,3,2019-06-05,0.18,6,364
29358615,"İstanbul, Beyazıt ve Taksim'e yakın Oda. Room",66027345,Muhlise,,Fatih,41.00386,28.93034,Private room,102,2,1,2018-11-18,0.05,2,269
29359818,Living the peace of silence in the city center !,221188668,Yusuf,,Sisli,41.05514,28.98294,Private room,339,1,0,,,1,180
29361268,"5 minutes to airport, Cozy House and Secured",95672848,Bengu,,Pendik,40.9216,29.30432,Private room,83,1,1,2018-10-30,0.05,1,0
29361666,Comfortable room very close to Kadikoy,142414150,Burak,,Kadikoy,40.98322,29.05624,Private room,149,1,10,2020-02-08,0.67,1,89
29374091,Şirinevler Mahmutbey cad. 6 km to Airport,221300429,Nail Feridun,,Bahcelievler,41.00721,28.8401,Private room,75,1,0,,,1,180
29374314,superior single room,221302886,Betül,,Fatih,41.00771,28.9788,Hotel room,375,1,0,,,6,364
29376190,Kadıköy Göztepe 'de her yere ulaşim. Evin tamamı.,221302518,Seda,,Kadikoy,40.98813,29.078,Entire home/apt,272,1,0,,,2,363
29377484,NAYLA PALACE HOTEL..,186867904,Ferhat,,Fatih,41.0076,28.98153,Private room,448,2,0,,,3,90
29378186,"Dizilere, Filmlere, Reklamlara Kiralik Set",51502796,Ali,,Maltepe,40.94123,29.11112,Entire home/apt,4997,1,0,,,1,89
29378401,Koza Park New Luxury Apartment With Balcony.,50048453,Steven,,Kucukcekmece,41.0352,28.79964,Entire home/apt,251,5,0,,,1,364
